StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,con_freq,con_situation _1,con_situation _2,con_situation _3,con_situation _4,con_situation _5,con_situation _6,con_situation _7,con_situation _7_TEXT,exercise,flavor_pref1_1,flavor_pref1_2,flavor_pref1_3,flavor_pref1_4,flavor_pref1_5,flavor_pref1_6,flavor_pref1_7,flavor_pref1_8,flavor_pref1_9,flavor_pref1_9_TEXT,flavor_pref2,flavor_pref2_9_TEXT,pref_flavor,pref_sweet,pref_sugar,pref_ingred,pref_health,label_habit_loyal,label_habit_read,label_habit_ingred,preknow_vitd,preknow_vitc,preknow_calc,preknow_iron,preknow_pota,preknow_5_magn,wtp_1,sure_1,sensory_584_overall,sensory_584_appear,sensory_584_color,sensory_584_aroma,sensory_584_flavor,sensory_584_lemon,sensory_584_sweet,sensory_584_salt,sensory_584_sour,sensory_584_aftert,refresh_584,wtp_2b_584,sure_2b_584,sensory_793_overall,sensory_793_appear,sensory_793_color,sensory_793_aroma,sensory_793_flavor,sensory_793_lemon,sensory_793_sweet,sensory_793_salt,sensory_793_sour,sensory_793_aftert,refresh_793,wtp_2b_793,Sure_2b_793,wtp_3b_info_584,wtp_3b_info_793,sure_3b_info_584,sure_3b_info_793,after_info_3b_d1_new,after_info_3b_d1_useful,mag_benefit_3b_d1_musle,mag_benefit_3b_d1_cramps,mag_benefit_3b_d1_sugar,mag_benefit_3b_d1_bone,mag_benefit_3b_d1_sleep,mag_intake_d1_magsupp,mag_intake_d1_multivit,wtp_2a_info_584,wtp_2a_info_793,sure_2a_info_584,sure_2a_info_793,after_info_2a_d1_new,after_info_2a_d1_useful,mag_benefit_2a_d1_muscle,mag_benefit_2a_d1_cramps,mag_benefit_2a_d1_sugar,mag_benefit_2a_d1_bone,mag_benefit_2a_d1_sleep,mag_intake_2a_d1_magsupp,mag_intake_2a_d1_multivit,wtp_3a_584,sure_3a_584,wtp_3a_793,sure_3a_793,sensory_356_overall,sensory_356_appear,sensory_356_color,sensory_356_aroma,sensory_356_flavor,sensory_356_blueberry,sensory_356_sweet,sensory_356_salt,sensory_356_sour,sensory_356_aftert,refresh_356,wtp_2b_356,sure_2b_356,sensory_831_overall,sensory_831_appear,sensory_831_color,sensory_831_aroma,sensory_831_flavor,sensory_831_pineapple,sensory_831_sweet,sensory_831_slat,sensory_831_sour,sensory_831_aftert,refresh_831,wtp_2b_831,sure_2b_831,wtp_3b_info_356,wtp_3b_info_831,sure_3b_info_356,sure_3b_info_831,after_info_3b_d2_new,after_info_3b_d2_useful,mag_benefit_3b_d2_muscle,mag_benefit_3b_d2_cramps,mag_benefit_3b_d2_sugar,mag_benefit_3b_d2_bone,mag_benefit_3b_d2_sleep,mag_intake_3b_d2_magsupp,mag_intake_3b_d2_multivit,wtp_2a_info_356,wtp_2a_info_831,sure_2a_info_356,sure_2a_info_831,after_info_2a_d2_new,after_info_2a_d2_useful,mag_benefit_2a_d2_muscle,mag_benefit_2a_d2_cramps,mag_benefit_2a_d2_sugar,mag_benefit_2a_d2_bone,mag_benefit_2a_d2_sleep,mag_intake_2a_d2_magsupp,mag_intake_2a_d2_multivit,wtp_3a_356,sure_3a_356,wtp_3a_831,sure_3a_831,gender,gender_4_TEXT,age,race_2,race_7,race_8,race_9,race_10,race_11,race_12,race_13,race_-999,race_13_TEXT,edu,income,randomizer,Day
3/18/2026 15:12,3/18/2026 15:21,0,150.135.165.57,100,565,1,3/18/2026 15:21,R_3cuqHJ7Ky7vqZPh,,,,,32.2503,-110.945,qr,EN,4,5,1,1,1,,,1,,,3,,,,,1,,,,1,Strawberry lemonade ,9,,4,4,3,4,4,5,4,4,4,4,5,4,4,4,3.5,1,7,3,4,5,6,6,4,5,5,7,2,,,9,7,8,5,8,8,8,5,5,8,4,,,,,,,,,,,,,,,,3,1.75,1,3,3,5,75,50,100,80,90,3,4,1.75,1,3.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,23,,1,,,,,,,,,3,3,3,1
3/18/2026 15:13,3/18/2026 15:21,0,150.135.165.9,100,514,1,3/18/2026 15:21,R_3I0ujFGzZ3oCuYc,,,,,32.2503,-110.945,qr,EN,4,1,,,1,1,1,,,,3,,,,,,1,,,,,,,4,2,5,5,5,4,5,5,4,4,4,4,3,4,2,2,8,7,9,6,8,7,5,5,6,5,3,2.25,2,4,5,6,5,3,4,3,5,5,1,1,1.5,1,3,2,1,1,3,4,100,100,100,100,100,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,3,-999,1,1
3/18/2026 15:09,3/18/2026 15:22,0,174.205.101.246,100,754,1,3/18/2026 15:22,R_3VmkUblv4hiivcZ,,,,,36.1685,-115.1164,qr,EN,4,2,1,1,1,,,,,,4,,,,1,1,,,,,,4,,3,3,5,4,4,4,4,3,4,4,3,4,3,4,3.5,2,6,5,4,3,5,8,5,3,5,5,2,2,2,8,6,6,7,8,8,9,7,7,7,4,3,2,2.25,3.25,2,2,2,4,65,65,55,55,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20.5,,,,,,,1,,,,3,1,2,1
3/18/2026 15:12,3/18/2026 15:22,0,198.60.145.38,100,600,1,3/18/2026 15:22,R_6VXbN3oUAP7wSI1,,,,,33.5594,-112.0902,qr,EN,4,4,1,,1,1,1,,,,4,1,1,1,1,,,,,,,2,,5,5,3,4,5,5,2,3,5,5,4,5,5,5,2.25,2,1,1,1,1,1,1,1,1,1,1,1,,,1,5,3,1,1,5,1,2,1,2,2,,,,,,,,,,,,,,,,2.5,0,1,1,1,1,100,100,100,100,100,3,3,0,,2.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,,1,,,,,,,3,3,4,1
3/18/2026 15:15,3/18/2026 15:31,0,150.135.165.66,100,994,1,3/18/2026 15:31,R_67jMV7RW9n6Ce3f,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,,,,,3,1,,,1,,1,1,,,,7,,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,7,5,5,6,6,6,6,6,6,5,2,,,8,7,7,8,8,8,8,8,8,6,3,,,,,,,,,,,,,,,,3,2.5,2,2,2,3,50,23,35,27,28,0,0,3.5,2,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,27,,,1,,,,,,,,4,2,3,1
3/18/2026 15:22,3/18/2026 15:32,0,150.135.165.51,100,593,1,3/18/2026 15:32,R_6dLIOPiK2kg2wJX,,,,,32.2503,-110.945,qr,EN,4,1,,,,1,,,,,3,1,1,,,,1,,,,,6,,4,4,5,5,4,4,4,4,4,4,4,4,2,2,3,2,6,7,6,6,6,6,8,6,8,7,3,,,8,7,6,7,8,8,8,7,8,8,4,,,,,,,,,,,,,,,,3,2,1,1,4,4,81,61,83,55,75,1,2,2,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,2,6,4,1
3/18/2026 15:22,3/18/2026 15:32,0,150.135.165.31,100,594,1,3/18/2026 15:32,R_5JgC0CPKE4LdTzP,,,,,33.4532,-112.0748,qr,EN,4,2,,1,,1,,,,,4,,,,1,,1,,,,,4,,4,3,4,5,5,3,4,4,5,5,4,4,4,4,3.5,2,7,7,7,6,8,8,6,5,8,8,3,3.5,2,8,7,7,6,8,8,7,7,8,8,4,3.75,2,3.5,2.25,2,3,4,5,100,90,90,90,96,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18.5,,,,1,,,,,,,2,1,1,1
3/18/2026 15:23,3/18/2026 15:32,0,150.135.165.49,100,544,1,3/18/2026 15:32,R_7wOuL1yWTMqEnkZ,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,1,,,,3,,,,1,1,,1,,,,5,,3,4,5,5,5,4,5,5,4,4,4,4,4,4,3,2,9,6,8,9,9,9,7,5,9,9,5,3,1,7,9,8,7,7,9,8,8,5,9,4,2.5,2,2.5,0,1,1,2,4,100,82,100,19,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,,1,,,,,,,3,3,2,1
3/18/2026 15:31,3/18/2026 15:39,0,150.135.165.41,100,513,1,3/18/2026 15:39,R_5KwQEznxe3iPJmg,,,,,32.2503,-110.945,qr,EN,4,0,,,,,,,,,2,,1,1,,,,1,,,,3,,5,4,3,3,4,5,3,2,3,3,3,3,3,3,4,2,7,9,9,8,8,7,8,5,7,8,2,,,5,6,6,5,6,5,5,5,5,4,1,,,,,,,,,,,,,,,,3.75,3.5,2,2,4,4,20,30,60,10,60,1,1,3.5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,,,,,3,2,3,1
3/18/2026 15:32,3/18/2026 15:42,0,150.135.165.124,100,570,1,3/18/2026 15:42,R_6uVFOFyt6hWPSbD,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,1,,,,3,,,,,1,1,,,,,5,,4,3,2,2,2,4,3,3,4,4,4,4,4,4,2.5,1,7,7,6,6,7,8,7,7,6,8,4,,,6,4,3,5,4,3,3,5,5,4,2,,,,,,,,,,,,,,,,2.5,2.25,1,1,4,4,51,51,52,67,67,0,0,3,1,2.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,55,,,,,,,1,,,,4,3,4,1
3/18/2026 15:43,3/18/2026 15:52,0,150.135.165.24,100,562,1,3/18/2026 15:52,R_6S2gEJMKkWxEEMS,,,,,32.2503,-110.945,qr,EN,4,3,,,,1,,1,,,4,,,,1,1,1,,,,,5,,3,2,2,3,3,4,2,2,3,4,4,4,3,3,3,1,8,8,7,6,8,7,8,7,6,6,4,3,1,7,8,8,5,5,6,3,5,5,5,4,3,1,3,3,1,1,4,3,56,52,33,24,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18.5,,,,,,,1,,,,3,1,2,1
3/18/2026 15:45,3/18/2026 15:55,0,150.135.165.74,100,581,1,3/18/2026 15:55,R_12MzbrPS61yjNQ4,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,1,,,,3,,,1,,1,1,,,,,3,,4,3,2,4,1,3,3,3,4,4,4,4,4,4,3.25,2,8,7,7,8,8,8,8,5,6,8,4,,,7,5,5,5,6,6,4,5,4,4,2,,,,,,,,,,,,,,,,3.25,3,1,1,2,4,71,70,72,46,72,3,0,3.25,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,45,,,,,,,1,,,,4,5,3,1
3/18/2026 15:46,3/18/2026 15:56,0,150.135.165.50,100,598,1,3/18/2026 15:56,R_7abvyvDt59jnWHD,,,,,32.2503,-110.945,qr,EN,4,0,,,,,,,,,4,,,1,1,1,,,,,,5,,5,4,5,3,3,4,5,2,2,4,5,2,2,2,3,2,8,3,2,4,9,9,6,6,9,8,5,,,8,7,9,8,8,9,6,7,8,8,4,,,,,,,,,,,,,,,,3,3,1,1,1,5,12,11,65,10,0,0,0,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,,,,,1,,,,3,3,4,1
3/18/2026 15:48,3/18/2026 15:58,0,150.135.165.16,100,602,1,3/18/2026 15:58,R_72F6sO43Qq2l8ho,,,,,32.2503,-110.945,qr,EN,4,1,,1,,,1,,,,2,,1,1,,,,1,,1,cherry,3,,5,4,2,3,3,4,2,4,3,2,4,4,3,4,3,2,7,4,5,3,8,7,8,8,8,8,3,2.75,2,7,4,3,5,6,8,4,6,6,7,2,2.5,3,3.5,2.5,1,2,4,5,80,91,91,80,77,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,2,2,1,1
3/18/2026 15:50,3/18/2026 16:03,0,172.226.3.120,100,778,1,3/18/2026 16:03,R_7g4WHTyuQAcRdHH,,,,,32.2163,-110.9241,qr,EN,4,1,,,,1,1,,,,4,1,1,1,,1,1,,,,,3,,4,4,2,1,1,4,2,2,4,4,4,4,2,2,4.5,2,4,5,5,4,4,4,4,5,4,4,4,2,3,7,5,5,7,7,6,8,5,7,7,2,4.5,2,2,4.5,2,2,4,3,10,70,10,10,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,1,,,,3,-999,2,1
3/18/2026 16:08,3/18/2026 16:11,0,150.135.165.44,100,177,1,3/18/2026 16:11,R_6I4z41XWJJSvYDE,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,1,,,,2,1,1,,,1,,,,,,1,,5,5,5,3,4,4,2,4,4,3,4,4,4,3,2.5,2,8,8,8,7,6,8,7,7,7,8,4,3,1,4,3,4,5,4,4,3,6,4,4,2,1.75,1,3,2.25,1,1,4,4,87,87,96,94,91,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,1,,,,,,,,2,4,1,1
3/18/2026 16:05,3/18/2026 16:12,0,150.135.165.77,100,442,1,3/18/2026 16:13,R_3J3WrbUWVwA1asF,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,1,,,,4,,,,,1,,,,,,,,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,2,7,7,7,7,7,7,7,7,7,7,3,,,7,7,7,8,7,7,7,7,7,7,4,,,,,,,,,,,,,,,,3,2.5,2,2,2,4,80,80,46,27,65,4,0,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,3,-999,4,1
3/18/2026 16:00,3/18/2026 16:13,0,198.60.145.32,100,757,1,3/18/2026 16:13,R_6p53D1lknZPnCSB,,,,,32.2503,-110.945,qr,EN,4,2,1,1,1,1,1,1,1,If I’m very dehydrated or at the beach ,3,,,,1,1,1,1,,,,6,,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,1,9,8,9,8,9,9,9,9,9,9,5,3.5,1,8,4,4,9,7,7,6,8,6,7,3,2.5,1,4,2.25,1,1,2,4,97,100,100,100,100,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,1,,,,,,,3,6,1,1
3/18/2026 16:08,3/18/2026 16:14,0,150.135.165.102,100,393,1,3/18/2026 16:14,R_1PbpNUQji2RQABN,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,1,,,,2,,1,,,1,,,,,,5,,5,5,3,3,3,5,4,4,3,5,5,3,5,3,4,1,7,4,5,7,7,8,8,8,8,9,4,,,9,9,9,9,9,9,9,9,9,9,5,,,,,,,,,,,,,,,,4,3.75,1,1,4,4,100,100,100,100,14,0,1,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,1,,,,,,,3,2,3,1
3/18/2026 16:06,3/18/2026 16:21,0,150.135.165.1,100,901,1,3/18/2026 16:21,R_7JW1GIhGlTMZSOB,,,,,32.2503,-110.945,qr,EN,4,2,1,1,1,1,1,1,,,1,1,,,,1,1,1,,1,Green Apple,5,,5,5,4,3,4,4,3,4,2,5,5,5,5,5,2.5,1,7,6,4,4,4,7,4,2,4,4,2,2.5,2,7,9,9,9,8,9,6,8,6,9,3,2.5,1,2.5,1.75,1,3,4,5,62,100,54,94,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,,1,,,,,,,3,5,2,1
3/18/2026 16:13,3/18/2026 16:21,0,174.205.97.133,100,514,1,3/18/2026 16:21,R_5kFGZneU3zRG2Af,,,,,36.1724,-115.0677,qr,EN,4,4,,1,,,,,,,3,,1,1,1,,,,,,,2,,3,2,5,4,4,4,4,4,4,4,4,4,4,4,3,2,6,6,5,5,5,5,6,5,6,6,2,,,8,8,8,5,8,8,8,8,8,8,4,,,,,,,,,,,,,,,,3,3,2,2,3,4,73,66,10,25,,0,0,2.25,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,55,,,,,,,1,,,,5,-999,4,1
3/18/2026 16:14,3/18/2026 16:23,0,172.225.108.246,100,509,1,3/18/2026 16:23,R_36zj7ki3Xo0sWKB,,,,,32.2163,-110.9241,qr,EN,4,2,,,1,1,1,,,,3,,1,1,,,,1,,,,7,,4,5,3,3,4,4,2,3,5,5,5,5,5,4,3,1,8,9,9,7,9,8,7,6,6,7,4,2.75,1,8,8,7,8,9,9,8,8,9,9,5,3,1,3.5,3,1,1,2,5,100,100,100,100,100,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,23,,,,1,,,,,,,4,-999,2,1
3/18/2026 16:14,3/18/2026 16:24,0,150.135.165.120,100,643,1,3/18/2026 16:24,R_5Ir8d4SiAF2792F,,,,,32.2503,-110.945,qr,EN,4,0,,,,,,,,,3,1,1,,,1,,,,,,1,,3,3,4,2,1,2,4,3,4,4,4,4,4,2,2,3,7,4,4,6,7,7,7,5,6,7,4,2.5,3,8,5,5,6,7,7,7,5,5,6,4,2.5,3,2.5,2.5,3,3,4,4,51,55,74,72,71,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,,,,,,,1,,,,4,3,2,1
3/18/2026 16:15,3/18/2026 16:26,0,150.135.165.122,100,650,1,3/18/2026 16:26,R_5g5CGByoc9NTDl3,,,,,32.2503,-110.945,qr,EN,4,1,,,1,1,1,,,,2,,,,,1,,,,,,,,4,4,4,5,3,4,4,4,3,4,5,4,4,4,3,2,7,5,5,7,8,8,8,8,9,8,3,3,2,8,5,5,7,8,8,7,5,7,6,3,3,2,3,2.5,2,2,4,4,60,60,75,50,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,,,,,,,1,,,,5,6,1,1
3/18/2026 16:21,3/18/2026 16:34,0,150.135.165.66,100,735,1,3/18/2026 16:34,R_7aCTphezElntB6X,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,,,,,,2,1,1,1,,1,,,,,,5,,4,3,2,2,2,5,3,3,3,4,4,4,4,4,4,2,5,5,5,5,7,6,5,5,5,5,2,,,3,4,4,5,3,4,5,5,5,4,2,,,,,,,,,,,,,,,,3,3.5,1,1,3,4,96,80,95,93,75,0,0,3,2,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,55,,,,,,,1,,,,3,5,4,1
3/18/2026 16:24,3/18/2026 16:34,0,150.135.165.69,100,568,1,3/18/2026 16:34,R_5QLYn9kurb4AStP,,,,,32.2503,-110.945,qr,EN,4,3,,,1,,1,,,,3,1,,,,1,1,,,,,5,,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,6,5,5,7,8,8,6,6,7,8,3,1.75,2,7,6,4,7,8,7,8,8,8,8,4,2.5,1,2.25,2.5,1,1,2,4,91,100,56,75,100,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,2,-999,2,1
3/18/2026 16:25,3/18/2026 16:35,0,174.201.222.95,100,572,1,3/18/2026 16:35,R_115FriNkqwuDwAq,,,,,36.1433,-115.2004,qr,EN,4,1,,,,1,,,,,3,,,,1,,,1,,,,4,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,6,7,7,7,6,8,7,7,5,7,3,,,6,5,6,6,5,6,6,5,7,7,3,,,,,,,,,,,,,,,,2,2,2,2,4,4,,,93,,88,0,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,55,,,,,,,1,,,,3,4,3,1
3/18/2026 16:27,3/18/2026 16:35,0,150.135.165.89,100,527,1,3/18/2026 16:35,R_62a9k5F2EenC8Mp,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,1,1,,,2,,,,1,1,1,,,1,"Green apple, cucumber lime",9,,4,4,4,4,3,4,4,2,4,4,4,3,3,3,2,1,7,5,5,6,7,7,7,6,7,6,3,2,1,6,7,8,5,6,6,6,5,5,5,2,1.25,2,2,0,1,2,1,1,80,70,61,25,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,,,,,,,1,,,,4,4,1,1
3/18/2026 16:22,3/18/2026 16:38,0,150.135.165.27,100,965,1,3/18/2026 16:39,R_5GQ6x2JUEBrk9UR,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,,1,,,1,1,,1,,1,,,,,,3,,4,2,4,4,3,3,4,2,3,4,4,4,4,3,3,2,8,8,8,9,8,9,7,8,8,8,4,,,8,7,8,8,7,7,8,7,7,8,3,,,,,,,,,,,,,,,,3,2,2,3,3,4,81,89,73,80,95,0,3,3.25,2,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,1,,,,,,,2,-999,3,1
3/18/2026 16:36,3/18/2026 16:44,0,150.135.165.40,100,511,1,3/18/2026 16:44,R_6E7wR1fzpxJVoLD,,,,,32.2503,-110.945,qr,EN,4,1,,1,,1,1,,,,2,1,1,1,,,,,,,,1,,4,3,3,2,3,5,4,3,4,4,5,1,3,4,4,2,7,8,8,7,7,7,8,8,8,7,3,,,6,4,4,5,4,6,7,7,8,7,2,,,,,,,,,,,,,,,,3.25,3,1,1,4,4,20,18,94,94,95,0,3,3.25,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,3,5,3,1
3/18/2026 16:34,3/18/2026 16:44,0,150.135.165.51,100,612,1,3/18/2026 16:44,R_7OuD1A0z7MIXIpE,,,,,32.2503,-110.945,qr,EN,4,0,,,,,,,,,4,1,,,,1,,1,,,,1,,5,4,5,3,3,4,5,3,3,4,5,5,4,3,2.25,1,5,5,5,3,4,3,2,6,3,6,1,0.75,2,8,7,5,8,8,8,8,7,7,7,4,2.5,1,0,2.75,1,1,4,5,28,22,86,62,73,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,3,6,2,1
3/18/2026 16:39,3/18/2026 16:47,0,150.135.165.22,100,447,1,3/18/2026 16:47,R_6arudNZQfYX8nnS,,,,,32.2503,-110.945,qr,EN,4,3,,,1,1,1,,,,3,,1,1,,,,,,,,3,,4,4,2,5,4,4,4,5,5,5,5,5,5,5,3,1,7,3,3,9,6,6,4,4,4,7,2,2.5,2,9,4,2,8,9,9,9,9,9,9,5,3,1,3.5,2.5,1,2,2,1,100,100,50,50,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,3,4,2,1
3/18/2026 16:37,3/18/2026 16:47,0,150.135.165.20,100,622,1,3/18/2026 16:47,R_6EhFBwQbv21WfsB,,,,,32.2503,-110.945,qr,EN,4,4,,,1,1,1,,,,4,,,1,,1,1,,,,,5,,4,3,3,4,4,5,3,3,4,4,4,4,4,3,2,1,5,4,3,5,4,1,4,3,4,5,3,,,8,8,8,6,8,8,7,8,5,8,5,,,,,,,,,,,,,,,,2.5,2,2,2,3,4,67,76,80,86,89,2,4,0.75,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18.5,1,,,1,,,,,,,3,3,3,1
3/18/2026 16:45,3/18/2026 16:52,0,150.135.165.27,100,413,1,3/18/2026 16:52,R_6VyweMNgORI5Fi2,,,,,32.2503,-110.945,qr,EN,4,4,1,1,1,1,1,1,,,4,1,1,,,1,1,1,,,,5,,3,3,5,5,5,4,5,5,5,5,5,5,5,5,4.5,2,8,5,5,5,5,5,5,5,5,5,4,4.5,2,5,5,5,5,5,5,5,5,5,5,3,4.5,2,4.5,3.5,2,2,3,3,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20.5,,,,,,,1,,,,3,6,1,1
3/18/2026 16:45,3/18/2026 16:52,0,207.213.21.130,100,432,1,3/18/2026 16:52,R_3egdBaYVbiGURLy,,,,,32.7405,-117.0935,qr,EN,4,2,1,,1,,1,,,,4,,1,1,,,,1,,,,3,,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3.75,2,6,6,5,5,6,7,7,6,6,6,4,,,7,6,5,5,7,8,7,7,7,7,4,,,,,,,,,,,,,,,,2.5,2.5,2,2,3,3,100,100,100,100,100,2,3,2.5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,3,1,4,1
3/18/2026 16:36,3/18/2026 16:54,0,150.135.165.57,100,1053,1,3/18/2026 16:54,R_7uyQD2PAP7eJx2p,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,,,,,2,,,1,1,1,,,,,,5,,4,3,2,1,2,4,2,2,4,4,4,4,4,3,2.25,2,8,7,6,8,7,7,8,7,8,8,4,,,8,7,7,7,8,8,8,7,8,7,4,,,,,,,,,,,,,,,,2.75,2.5,2,3,4,4,30,50,40,30,60,0,3,3.25,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,18.5,,,1,,,,1,,,,3,6,4,1
