yearmonth,alcohol,drink_cb,drink_mass,drink_nab,naboption_bar,naboption_rest,naboption_home,eatout,wtp_1,sure_1,overall_1,appear_1,aroma_1,flavor_1,body_1,bitter_1,hops_1,wtp_2b_1st,sure_2b_1st,overall_2,appear_2,aroma_2,flavor_2,body_2,bitter_2,hops_2,wtp_2b_2nd,sure_2b_2nd,wtp_3b_843,wtp_3b_315,sure_3b,wtp_2a_843,wtp_2a_315,sure_2a,wtp_3a_843,sure_3a_843,wtp_3a_315,sure_3a_315,gender,age_old,edu,income,randomizer,d315_1st,dtaste_1st,wtp_3_843,wtp_3_315,wtpdiff315_31,wtpdiff843_31,overall_315,appear_315,aroma_315,flavor_315,body_315,bitter_315,hops_315,overall_843,appear_843,aroma_843,flavor_843,body_843,bitter_843,hops_843,dmale,age,eatout,nab_never,alcohol,dep_1_wtp,,,,,,,,,,,,,,,
202503,1,5,2,2,1,1,1,2,6,2,8,7,8,7,5,3,4,6,3,5,5,5,5,7,1,2,6,2,6,6,3,,,,,,,,1,4,5,3,2,1,1,6,6,0,0,8,7,8,7,5,3,4,5,5,5,5,7,1,2,1,45,1.5,0,1,,,,,,,,,,,,,,,,
202503,0,1,1,1,1,1,1,3,0,,5,6,7,4,7,4,3,,,6,5,6,6,6,3,3,,,,,,0,0,3,0,,0,,1,2,3,4,3,0,0,0,0,0,0,6,5,6,6,6,3,3,5,6,7,4,7,4,3,1,25,3.5,1,0,,,,,,,,,,,,,,,,
202503,1,2,1,2,1,1,1,2,4,3,1,4,4,3,2,4,4,,,4,1,2,3,3,3,3,,,,,,4,4,3,4,3,4,3,3,3,3,4,4,1,0,4,4,0,0,1,4,4,3,2,4,4,4,1,2,3,3,3,3,0,35,1.5,0,1,,,,,,,,,,,,,,,,
202503,1,5,3,1,1,1,1,6,6,2,6,7,8,7,7,4,3,6,2,7,7,8,8,7,3,3,7,2,6,7,2,,,,,,,,1,4,5,6,1,0,1,6,7,1,0,7,7,8,8,7,3,3,6,7,8,7,7,4,3,1,45,18,1,1,,,,,,,,,,,,,,,,
202503,1,3,1,2,1,1,1,3,7,3,3,6,5,3,4,4,3,,,6,7,5,6,5,3,2,,,,,,6,6,3,6,2,0,,1,5,5,6,4,1,0,6,0,-7,-1,3,6,5,3,4,4,3,6,7,5,6,5,3,2,1,55,3.5,0,1,,,,,,,,,,,,,,,,
202503,1,2,4,1,2,2,1,4,4.5,2,6,7,7,6,8,3,3,,,7,8,8,7,6,3,4,,,,,,5,4.5,3,5,3,4.5,2,1,2,3,4,3,0,0,5,4.5,0,0.5,7,8,8,7,6,3,4,6,7,7,6,8,3,3,1,25,6,1,1,,,,,,,,,,,,,,,,
202503,1,1,1,1,2,2,2,2,4,2,2,5,6,2,6,2,2,2,3,6,6,6,6,7,3,3,4,3,4,0,3,,,,,,,,2,2,3,-999,2,1,1,4,0,-4,0,2,5,6,2,6,2,2,6,6,6,6,7,3,3,0,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,3,4,1,1,1,1,5,0,,7,9,8,7,7,4,2,,,8,9,8,8,9,3,3,,,,,,0,0,3,0,,0,,2,2,4,5,4,1,0,0,0,0,0,7,9,8,7,7,4,2,8,9,8,8,9,3,3,0,25,11,1,1,,,,,,,,,,,,,,,,
202503,1,4,3,2,3,2,1,1,5,2,8,8,7,8,9,3,3,,,5,6,6,4,7,2,2,,,,,,5.5,5.5,2,4,3,6.5,3,2,2,3,1,4,1,0,4,6.5,1.5,-1,8,8,7,8,9,3,3,5,6,6,4,7,2,2,0,25,0,0,1,,,,,,,,,,,,,,,,
202503,1,5,1,3,3,3,3,2,6,3,6,7,6,4,4,4,4,5,3,8,9,8,8,8,3,3,7,3,5,7,3,,,,,,,,2,4,4,4,1,0,1,5,7,1,-1,8,9,8,8,8,3,3,6,7,6,4,4,4,4,0,45,1.5,0,1,,,,,,,,,,,,,,,,
202503,1,2,2,1,3,2,1,2,6.5,3,8,9,9,9,9,2,3,6.5,3,7,8,5,7,7,1,3,6.5,3,6.5,6.5,3,,,,,,,,2,5,3,4,2,1,1,6.5,6.5,0,0,8,9,9,9,9,2,3,7,8,5,7,7,1,3,0,55,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,2,3,1,3,3,2,3,5,2,7,7,6,7,8,3,4,5.5,2,8,8,7,8,8,4,3,5.5,2,5.5,5.5,2,,,,,,,,2,2,3,1,1,0,1,5.5,5.5,0.5,0.5,8,8,7,8,8,4,3,7,7,6,7,8,3,4,0,25,3.5,1,1,,,,,,,,,,,,,,,,
202503,1,4,1,1,3,1,1,2,4,3,2,5,2,3,2,3,3,5.5,3,3,7,5,4,6,3,3,6,3,4,4,3,,,,,,,,2,2,2,2,2,1,1,4,4,0,0,2,5,2,3,2,3,3,3,7,5,4,6,3,3,0,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,2,2,1,2,2,2,3,5,3,7,8,8,8,6,2,3,,,7,8,5,6,7,4,3,,,,,,5,5,2,5.5,3,5,3,1,2,4,1,3,0,0,5.5,5,0,0.5,7,8,5,6,7,4,3,7,8,8,8,6,2,3,1,25,3.5,1,1,,,,,,,,,,,,,,,,
202503,1,3,4,1,2,1,1,2,4.5,2,4,5,6,2,5,4,2,,,5,6,4,5,6,1,1,,,,,,4.5,4.5,2,0,,0,,2,2,3,1,4,1,0,0,0,-4.5,-4.5,4,5,6,2,5,4,2,5,6,4,5,6,1,1,0,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,4,4,2,2,2,1,3,5,2,4,8,8,4,4,2,3,,,7,9,7,8,5,3,3,,,,,,5,5,2,5,3,5.5,3,2,2,3,1,3,0,0,5,5.5,0.5,0,7,9,7,8,5,3,3,4,8,8,4,4,2,3,0,25,3.5,0,1,,,,,,,,,,,,,,,,
202503,1,3,3,3,5,5,5,5,6,1,7,4,1,4,8,1,5,4,3,9,9,9,9,9,4,4,4,3,2,2,3,,,,,,,,2,3,3,2,1,0,1,2,2,-4,-4,9,9,9,9,9,4,4,7,4,1,4,8,1,5,0,35,11,0,1,,,,,,,,,,,,,,,,
202503,1,4,4,1,3,2,3,2,4.5,3,7,9,9,9,5,3,1,2,3,8,9,7,8,5,3,2,2,3,2,2,3,,,,,,,,1,2,3,1,1,0,1,2,2,-2.5,-2.5,8,9,7,8,5,3,2,7,9,9,9,5,3,1,1,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,0,1,1,1,3,3,1,4,2,2,3,4,4,6,5,2,2,,,7,4,5,7,6,1,3,,,,,,5.5,5,2,4,2,2,3,1,2,4,4,4,1,0,4,2,0,2,3,4,4,6,5,2,2,7,4,5,7,6,1,3,1,25,6,1,0,,,,,,,,,,,,,,,,
202503,0,1,1,-999,5,3,1,4,6,2,5,9,7,5,6,3,2,4,2,2,8,4,2,6,2,4,0,,0,0,3,,,,,,,,1,2,2,-999,2,1,1,0,0,-6,-6,5,9,7,5,6,3,2,2,8,4,2,6,2,4,1,25,6,0,0,,,,,,,,,,,,,,,,
202503,1,1,2,1,1,1,1,3,0,,2,5,5,2,4,4,1,0,,3,5,6,3,4,3,2,0,,0,0,3,,,,,,,,1,2,4,6,1,0,1,0,0,0,0,3,5,6,3,4,3,2,2,5,5,2,4,4,1,1,25,3.5,1,1,,,,,,,,,,,,,,,,
202503,1,1,2,1,1,2,1,2,5,3,7,8,8,7,8,2,3,,,2,5,3,3,4,4,1,,,,,,5,5,3,5,3,6,2,2,2,4,1,4,1,0,5,6,1,0,7,8,8,7,8,2,3,2,5,3,3,4,4,1,0,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,3,3,1,2,1,1,2,5,2,7,8,5,7,6,3,3,,,8,7,8,8,8,3,3,,,,,,5,5,3,5,2,5,2,2,2,3,5,3,0,0,5,5,0,0,8,7,8,8,8,3,3,7,8,5,7,6,3,3,0,25,1.5,1,1,,,,,,,,,,,,,,,,
202503,1,1,4,1,2,1,1,3,4.5,3,7,7,6,6,8,3,3,5,3,8,8,8,8,8,3,3,4.5,3,5,4.5,3,,,,,,,,1,2,3,2,2,1,1,5,4.5,0,0.5,7,7,6,6,8,3,3,8,8,8,8,8,3,3,1,25,3.5,1,1,,,,,,,,,,,,,,,,
202503,1,3,4,3,2,2,3,3,6.5,3,7,7,6,7,8,3,3,6,3,8,8,7,9,9,4,3,7,3,7,6.5,3,,,,,,,,1,1,3,5,2,1,1,7,6.5,0,0.5,7,7,6,7,8,3,3,8,8,7,9,9,4,3,1,21,3.5,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
